word,part_of_speech,english_word,sense
bli,verb,become,to begin to be
seng,noun,bed,piece of furniture
soverom,noun,bedroom,room in a house where a bed is kept for sleeping
øl,noun,beer,alcoholic drink made of malt
øl,noun,beer,glass of beer
begynna,verb,begin,"to start, to initiate (transitive)"
byrja,verb,begin,"to start, to initiate (transitive)"
innleia,verb,begin,"to start, to initiate (transitive)"
tru,verb,believe,to accept that someone is telling the truth (object: person)
tru,verb,believe,to have religious faith; to believe in a greater truth
betre,adj,better,comparative of the adjectives good or well
sykkel,noun,bicycle,vehicle
stor,adj,big,of a great size — see also large
lovforslag,noun,bill,draft of a law
rekning,noun,bill,invoice
nebb,noun,bill,bird's beak
fugl,noun,bird,animal
bursdag,noun,birthday,anniversary
fødselsdag,noun,birthday,anniversary
gebursdag,noun,birthday,anniversary
blogg,noun,blog,a personal or corporate website
båt,noun,boat,water craft
farkost,noun,boat,water craft
kropp,noun,body,physical structure of a human or animal
karosseri,noun,body,largest or most important part of anything (e.g. car bodywork)
organ,noun,body,"organisation, company or other authoritative group"
bok,noun,book,collection of sheets of paper bound together containing printed or written material
støvel,noun,boot,heavy shoe that covers part of the leg
keisam,adj,boring,causing boredom or tiredness
kjedeleg,adj,boring,causing boredom or tiredness
flaske,noun,bottle,container
buksbom,noun,box,shrub or tree of the genus Buxus — see also box tree
gut,noun,boy,young male
tenåringsgut,noun,boy,young male
negergut,noun,boy,non-white male
neger,noun,boy,non-white male
nigger,noun,boy,non-white male
gut,noun,boy,"male of any age, used as a friendly diminutive"
kjærast,noun,boyfriend,male partner in a romantic relationship
kjæraste,noun,boyfriend,male partner in a romantic relationship
brød,noun,bread,baked dough made from cereals
frukost,noun,breakfast,first meal of the day
bringe,verb,bring,to transport toward somebody/somewhere
ta med,verb,bring,to transport toward somebody/somewhere
bror,noun,brother,male sibling
broder,noun,brother,male sibling
brun,adj,brown,having a brown colour
mørkbrun,adj,brown,having a brown colour
mørkebrun,adj,brown,having a brown colour
byggja,verb,build,(transitive) to form by combining materials or parts
bygning,noun,building,closed structure with walls and a roof
buss,noun,bus,vehicle
smør,noun,butter,soft foodstuff made from milk
anløp,noun,call,social visit
kamera,noun,camera,still camera
fotoapparat,noun,camera,still camera
bil,noun,car,"automobile, a vehicle steered by a driver"
karriere,noun,career,one's calling in life; a person's occupation
karriere,noun,career,an individual’s work and life roles over their lifespan
stol,noun,chair,furniture
professorat,noun,chair,distinguished professorship
endring,noun,change,the process of becoming different
veksel,noun,change,small denominations of money given in exchange for a larger denomination
skift,noun,change,a replacement
veksel,noun,change,balance returned after a purchase
gjere om,verb,change,to become something different
gjøre om,verb,change,to become something different
endre,verb,change,to become something different
gjere om,verb,change,to make something into something else
gjøre om,verb,change,to make something into something else
endre,verb,change,to make something into something else
erstatte,verb,change,to replace
skifte,verb,change,to replace one's own clothing
billeg,adj,cheap,low and/or reduced in price
billig,adj,cheap,low and/or reduced in price
ost,noun,cheese,dairy product
ost,noun,cheese,countable: any particular variety of cheese
høne,noun,chicken,bird
kylling,noun,chicken,bird
kjukling,noun,chicken,bird
barn,noun,child,son or daughter; someone's child
by,noun,city,large settlement
klatre,verb,climb,"to ascend, to go up"
klatre,verb,climb,"to mount, to move upwards on"
klatre,verb,climb,to move by using the hands and feet
klatre,verb,climb,to practice the sport of climbing
klatre,verb,climb,of plants: to grow upwards by clinging to something
klokke,noun,clock,instrument to measure or keep track of time
klubb,noun,club,association of members
kølle,noun,club,hitting implement in certain ball games
frakk,noun,coat,outer garment covering the upper torso and arms
kaffi,noun,coffee,beverage
forkjøling,noun,cold,illness
farge,noun,color,spectral composition of visible light
farge,noun,color,particular set of the visible spectrum
farge,noun,color,hue as opposed to achromatic colors
fargetone,noun,color,hue as opposed to achromatic colors
kulør,noun,color,hue as opposed to achromatic colors
hudfarge,noun,color,"human skin tone, especially as an indicator of race or ethnicity"
farge,noun,color,"interest, especially in a selective area"
koloritt,noun,color,"interest, especially in a selective area"
farge,noun,color,any of the standard dark tinctures used in a coat of arms
fane,noun,color,standard or banner (colors)
koma,verb,come,to move nearer
felleskjønn,adj,common,grammar: of the gender resulting from the coalescence of the masculine and feminine genders
selskap,noun,company,"in legal context, a corporation"
samanlikna,verb,compare,to assess the similarities between two things or between one thing and another
komplett,adj,complete,with everything included
fullføre,verb,complete,to finish
gjere ferdig,verb,complete,to finish
datamaskin,noun,computer,programmable electronic device
samtale,noun,conversation,expression and exchange of individual ideas through talking with other people
konversasjon,noun,conversation,expression and exchange of individual ideas through talking with other people
matlaging,noun,cooking,the process of preparing food by using heat
kjølig,adj,cool,having a slightly low temperature
sval,adj,cool,having a slightly low temperature
kostnad,noun,cost,amount of money spent for a purpose
kostnad,noun,cost,negative consequence or loss
koste,verb,cost,"to incur a charge, a price"
land,noun,country,region of land
land,noun,country,nation state
land,noun,country,"the country, rural area, as opposed to the town or city"
landsbygd,noun,country,"the country, rural area, as opposed to the town or city"
country,noun,country,country music
kurs,noun,course,education: learning program
kurs,noun,course,nautical: direction of movement of a vessel
kurs,noun,course,intended passage of voyage
ku,noun,cow,female domesticated ox or other bovine
ku,noun,cow,any domestic bovine regardless of sex or age
kultur,noun,culture,"arts, customs and habits"
kultur,noun,culture,"the beliefs, values, behavior and material objects that constitute a people's way of life"
pokal,noun,cup,trophy
cup,noun,cup,contest
skål,noun,cup,part of bra
dans,noun,dance,movements to music
dansa,verb,dance,move rhythmically to music
dansar,noun,dancer,person who dances
dansarinne,noun,dancer,a female person who dances
dans,noun,dancing,activity of dancing
farefull,adj,dangerous,full of danger
mørk,adj,dark,having an absolute or relative lack of light
døkk,adj,dark,having an absolute or relative lack of light
mørk,adj,dark,"hidden, secret"
mørk,adj,dark,without moral or spiritual light
mørk,adj,dark,"not bright or light, deeper in hue"
dato,noun,date,point of time at which a transaction or event takes place
dato,noun,date,point in time
daddel,noun,date,fruit of the date palm
dotter,noun,daughter,female offspring
dag,noun,day,period of 24 hours
døger,noun,day,period from midnight to the following midnight
døgn,noun,day,period from midnight to the following midnight
skrivebord,noun,desk,table for writing and reading
dialog,noun,dialogue,conversation or other discourse between individuals
samtale,noun,dialogue,conversation or other discourse between individuals
konversasjon,noun,dialogue,conversation or other discourse between individuals
dialog,noun,dialogue,verbal part of a literary or dramatic work
dialog,noun,dialogue,literary form resembling a conversation
ordbok,noun,dictionary,publication that explains the meanings of an ordered list of words
leksikon,noun,dictionary,publication that explains the meanings of an ordered list of words
døy,verb,die,to stop living
skilnad,noun,difference,characteristic of something that makes it different from something else
forskjell,noun,difference,characteristic of something that makes it different from something else
differanse,noun,difference,characteristic of something that makes it different from something else
forskjellig,adj,different,not the same
ulik,adj,different,not the same
annleis,adj,different,not the same
annleis,adj,different,unlike most others
middag,noun,dinner,evening meal
skitten,adj,dirty,covered with or containing dirt
ureinsleg,adj,dirty,covered with or containing dirt
diskutere,verb,discuss,to converse or debate concerning a particular topic
diskutera,verb,discuss,to converse or debate concerning a particular topic
drøfte,verb,discuss,to converse or debate concerning a particular topic
drøfta,verb,discuss,to converse or debate concerning a particular topic
rett,noun,dish,specific type of food
matrett,noun,dish,specific type of food
gjere,verb,do,referring to an earlier verb (pro-verb)
gjera,verb,do,referring to an earlier verb (pro-verb)
gjere,verb,do,"perform, execute"
utføre,verb,do,"perform, execute"
hund,noun,dog,animal
bikkje,noun,dog,animal
dør,noun,door,"portal of entry into a building, room or vehicle"
loddrett,adv,down,in crosswords
teikne,verb,draw,to produce a picture
kjole,noun,dress,item of clothing which both covers the upper part of the body and includes a skirt below the waist
antrekk,noun,dress,apparel or clothing
køyra,verb,drive,to operate (a wheeled motorized vehicle)
køyre,verb,drive,to operate (a wheeled motorized vehicle)
førar,noun,driver,"person who drives a motorized vehicle, such as a car or a bus"
sjåfør,noun,driver,"person who drives a motorized vehicle, such as a car or a bus"
per stykk,adv,each,apiece
øyra,noun,ear,organ of hearing
øyre,noun,ear,organ of hearing
aust,noun,east,compass point
eta,verb,eat,"to ingest — see also consume, ingest"
ete,verb,eat,"to ingest — see also consume, ingest"
egg,noun,egg,"approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development"
egg,noun,egg,edible egg of a domestic fowl; the contents of such an egg or eggs used as food
hensikt,noun,end,purpose
føremål,noun,end,purpose
euro,noun,euro,currency unit of the European Monetary Union
sjølv,adv,even,implying extreme example
endåtil,adv,even,implying extreme example
jamvel,adv,even,implying extreme example
til og med,adv,even,implying extreme example
endå,adv,even,emphasising comparative
enda,adv,even,emphasising comparative
aftan,noun,evening,time of day between the approximate time of midwinter dusk and midnight
eftan,noun,evening,time of day between the approximate time of midwinter dusk and midnight
kveld,noun,evening,time of day between the approximate time of midwinter dusk and midnight
arrangement,noun,event,prearranged social activity
støtt,adv,ever,always
stadig,adv,ever,always
nokosinne,adv,ever,at any time
eksempel,noun,example,something representative of a group
døme,noun,example,something representative of a group
spennande,adj,exciting,causing excitement
spanande,adj,exciting,causing excitement
øving,noun,exercise,any activity designed to develop or hone a skill or ability
mosjon,noun,exercise,physical activity intended to improve strength and fitness
øving,noun,exercise,physical activity intended to improve strength and fitness
dyr,adj,expensive,having a high price or cost
auge,noun,eye,organ
auga,noun,eye,organ
auge,noun,eye,hole in needle
auga,noun,eye,hole in needle
auge,noun,eye,of a hurricane
auga,noun,eye,of a hurricane
auge,noun,eye,ability to notice what others might miss
auga,noun,eye,ability to notice what others might miss
andlet,noun,face,anatomy: front part of head
falle,verb,fall,move to a lower position under the effect of gravity
falla,verb,fall,move to a lower position under the effect of gravity
dette,verb,fall,move to a lower position under the effect of gravity
detta,verb,fall,move to a lower position under the effect of gravity
falle,verb,fall,come down or descend
falla,verb,fall,come down or descend
dette,verb,fall,come down or descend
detta,verb,fall,come down or descend
gard,noun,farm,place where agricultural activities take place
bonde,noun,farmer,person who works the land and/or who keeps livestock
gardbrukar,noun,farmer,person who works the land and/or who keeps livestock
fader,noun,father,term of address for a priest
følelse,noun,feeling,sensation
følelse,noun,feeling,emotion; impression
følelsar,noun,feeling,in plural: emotional state or well-being
følelsar,noun,feeling,in plural: emotional attraction or desire
følelse,noun,feeling,intuition
festival,noun,festival,event or community gathering
finna,verb,find,"encounter, locate, discover"
finne,verb,find,"encounter, locate, discover"
finna,verb,find,point out
finne,verb,find,point out
finna,verb,find,decide that
finne,verb,find,decide that
finna,verb,find,"determine, judge"
finne,verb,find,"determine, judge"
eld,noun,fire,oxidation reaction
eld,noun,fire,alchemy: one of the basic elements
omn,noun,fire,heater or stove used in place of real fire
eld,noun,fire,in-flight bullets
først,adv,first,before anything else
fyrst,adv,first,before anything else
fisk,noun,fish,vertebrate animal
flyging,noun,flight,act of flying
flyging,noun,flight,instance of flying
flyreise,noun,flight,journey made by an aircraft
flytur,noun,flight,journey made by an aircraft
golv,noun,floor,bottom part of a room
blom,noun,flower,reproductive structure in angiosperms
blome,noun,flower,reproductive structure in angiosperms
blomster,noun,flower,reproductive structure in angiosperms
fly,verb,fly,to travel through air
flyge,verb,fly,to travel through air
fot,noun,foot,part of human body
fot,noun,foot,unit of measure
fotball,noun,football,association football
fotball,noun,football,ball
fotball,noun,football,practise of any of these games
gløyma,verb,forget,to lose remembrance of
gløyma,verb,forget,to cease remembering
form,noun,form,shape or visible structure
skjema,noun,form,document to be filled in
form,noun,form,grouping of words
venleg,adj,friendly,"approachable, warm"
vennleg,adj,friendly,"approachable, warm"
venleg,adj,friendly,characteristic of friendliness
vennleg,adj,friendly,characteristic of friendliness
front,noun,front,facing side
framside,noun,front,facing side
frukt,noun,fruit,part of plant
frukt,noun,fruit,food
alde,noun,fruit,food
frukt,noun,fruit,figuratively: positive end result or reward of labour or effort
full,adj,full,containing the maximum possible amount
framtid,noun,future,the time ahead
vilt,noun,game,wild animals hunted for food
hage,noun,garden,piece of land outside with flowers and plants
hageanlegg,noun,garden,gardens with public access
geografi,noun,geography,study of physical structure and inhabitants of the Earth
landkunne,noun,geography,study of physical structure and inhabitants of the Earth
jente,noun,girl,young female person
jenta,noun,girl,young female person
dame,noun,girl,woman — see also woman
jente,noun,girl,woman — see also woman
kjærast,noun,girlfriend,a female partner in a romantic relationship
kjæraste,noun,girlfriend,a female partner in a romantic relationship
veninne,noun,girlfriend,a female friend
venninne,noun,girlfriend,a female friend
gjeva,verb,give,transfer the possession of something to someone else
glas,noun,glass,substance
glas,noun,glass,drinking vessel
fara,verb,go,to move through space (especially from one place to another)
god,adj,good,acting in the interest of good; ethical good intentions
god,adj,good,useful for a particular purpose
god,adj,good,"of food, edible; not stale or rotten"
god,adj,good,"of food, having a particularly pleasant taste"
sunn,adj,good,healthful
god,adj,good,pleasant; enjoyable
god,adj,good,"of people, competent or talented"
flink,adj,good,"of people, competent or talented"
dyktig,adj,good,"of people, competent or talented"
bestefar,noun,grandfather,grandfather (from either side)
bestemor,noun,grandmother,mother of someone's parent
mormor,noun,grandmother,mother of someone's parent
farmor,noun,grandmother,mother of someone's parent
besteforelder,noun,grandparent,parent of one's parent
kjempebra,adj,great,very good
gruppe,noun,group,number of things or persons being in some relation to each other
gjete,verb,guess,to reach an unconfirmed conclusion
gjeta,verb,guess,to reach an unconfirmed conclusion
gjetta,verb,guess,to reach an unconfirmed conclusion
gissa,verb,guess,to reach an unconfirmed conclusion
gitar,noun,guitar,musical instrument
treningssenter,noun,gym,sporting facility specialized for lifting weights and exercise
gym,noun,gym,physical education class
kroppsøving,noun,gym,physical education class
hårstrå,noun,hair,pigmented filament of keratin on the skin of humans and other mammals
hår,noun,hair,mass of such filaments on the human head
hår,noun,hair,mass of such filaments growing from the skin of humans and animals
halvdel,noun,half,one of two equal parts into which anything may be divided
hand,noun,hand,part of the fore limb
visar,noun,hand,"index or pointer on a dial, such as on an analogue/analog clock"
fornøgd,adj,happy,content (to do something); having no objection (to something)
hatt,noun,hat,a head covering
ha,verb,have,auxiliary used in forming the perfect and the past perfect tenses
hovud,noun,head,part of the body
helse,noun,health,"state of being free of physical or psychological disease, illness, or malfunction"
helse,noun,health,physical condition
høyra,verb,hear,to perceive with the ear
hjelp,noun,help,action given to provide assistance
hjelp,noun,help,person or persons who provides assistance with some task
historie,noun,history,aggregate of past events
historie,noun,history,branch of knowledge that studies the past
historikk,noun,history,set of events involving an entity
historie,noun,history,record or narrative description of past events
historikk,noun,history,record or narrative description of past events
historikk,noun,history,computing: record of previous user events
hobby,noun,hobby,activity done for enjoyment in spare time
heime,adv,home,at home
heim,adv,home,homewards
heimover,adv,home,homewards
håpa,verb,hope,"to want something to happen, with expectation that it might"
hest,noun,horse,members of the species Equus ferus
sjukehus,noun,hospital,large medical facility
hotell,noun,hotel,establishment providing accommodation
time,noun,hour,time period of sixty minutes
hus,noun,house,human abode
hus,noun,house,archetypal structure of a human abode
hus,noun,house,debating chamber for government politicians
hus,noun,house,"the inner workings, as of a clock"
hus,noun,house,"dynasty, familiar descendance"
kor,adv,how,to what degree
korleis,adv,how,in what manner
korso,adv,how,in what manner
så,adv,how,"used as a modifier to indicate surprise, delight, or other strong feelings"
[ so ],adv,how,"used as a modifier to indicate surprise, delight, or other strong feelings"
svolten,adj,hungry,affected by hunger; desirous of food
hungrig,adj,hungry,affected by hunger; desirous of food
hungrig,adj,hungry,"eager, having a desire for something"
ektemann,noun,husband,male partner in marriage
mann,noun,husband,male partner in marriage
husbond,noun,husband,male partner in marriage
is,noun,ice,water in frozen form
is,noun,ice,frozen volatile chemical
is,noun,ice,frozen dessert
iskrem,noun,ice,frozen dessert
is,noun,ice,ice hockey: area where game is played
iskrem,noun,ice cream,dessert
is,noun,ice cream,dessert
betra,verb,improve,to make something better
interesse,noun,interest,great attention and concern from someone
interesse,noun,interest,attention that is given to or received from someone or something
interessere,verb,interest,to attract attention or concern
interessera,verb,interest,to attract attention or concern
interessant,adj,interesting,arousing or holding the attention
øy,noun,island,area of land completely surrounded by water
øy,noun,island,entity surrounded by other entities that are very different from itself
jakke,noun,jacket,piece of clothing worn on the upper body outside a shirt or blouse
jakke,noun,jacket,piece of a person's suit
saft,noun,juice,liquid resembling juice
berre,adv,just,"only, simply, merely"
nettopp,adv,just,"recently, moments ago"
nettopp,adv,just,"exactly, precisely, perfectly"
lykel,noun,key,device designed to open and close a lock
nykel,noun,key,device designed to open and close a lock
nøkkel,noun,key,device designed to open and close a lock
tast,noun,key,button on a typewriter or computer keyboard
tangent,noun,key,part of a piano or musical keyboard
kjøken,noun,kitchen,room
kjøkken,noun,kitchen,room
språk,noun,language,body of words used as a form of communication
talemål,noun,language,body of words used as a form of communication
tunge,noun,language,body of words used as a form of communication
tungemål,noun,language,body of words used as a form of communication
taleeve,noun,language,the ability to communicate using words
språk,noun,language,nonverbal communication
språk,noun,language,vocabulary of a particular field
terminologi,noun,language,vocabulary of a particular field
språk,noun,language,particular words used
avdød,adj,late,"euphemism for ""dead"""
bein,noun,leg,lower limb from groin to ankle
legg,noun,leg,portion of the lower appendage from knee to ankle
lekse,noun,lesson,learning task assigned to a student
lærepenge,noun,lesson,something that serves as a warning or encouragement
bokstav,noun,letter,a symbol in an alphabet
brev,noun,letter,written message
bibliotek,noun,library,"institution which holds books, etc."
lyga,verb,lie,tell an intentional untruth
ljuga,verb,lie,tell an intentional untruth
ljuge,verb,lie,tell an intentional untruth
liggja,verb,lie,be in horizontal position
liggje,verb,lie,be in horizontal position
liv,noun,life,the state of being alive
liv,noun,life,the essence of the manifestation and the foundation of the being
liv,noun,life,the subjective and inner manifestation of the individual
liv,noun,life,a worthwhile existence
ljos,noun,light,electromagnetic waves
ljos,noun,light,source of illumination
ljos,noun,light,spiritual illumination
løve,noun,lion,big cat Panthera leo
løvinne,noun,lion,big cat Panthera leo
løve,noun,lion,heraldic charge
liste,noun,list,enumeration or compilation of items
liste,verb,list,to create or recite a list
høyra,verb,listen,to hear (something)
leva,verb,live,be alive
bu,verb,live,have permanent residence
lita,verb,look,to try to see
kjærleik,noun,love,strong affection
elsk,noun,love,strong affection
åst,noun,love,strong affection
maskin,noun,machine,mechanical or electrical device
tidsskrift,noun,magazine,periodical
magasin,noun,magazine,periodical
mann,noun,man,adult male human
menneske,noun,man,a human being
brikke,noun,man,piece in board games
sjakkbrikke,noun,man,piece in board games
kart,noun,map,visual representation of an area
marknad,noun,market,spacious site for trading
fyrstikk,noun,match,device to make fire
kanskje,adv,maybe,indicating a lack of certainty
kan henda,adv,maybe,indicating a lack of certainty
må henda,adv,maybe,indicating a lack of certainty
måltid,noun,meal,food that is prepared and eaten
innebere,verb,mean,"to convey, indicate"
tyda,verb,mean,"to convey, indicate"
kjøt,noun,meat,animal flesh used as food
kjøtt,noun,meat,animal flesh used as food
kjøt,noun,meat,type of meat
kjøt,noun,meat,any sort of flesh
møte,verb,meet,to come face to face with by accident; to encounter
møte,verb,meet,to come face to face with someone by arrangement
møte,verb,meet,to gather for a formal or social discussion; to hold a meeting
møte,verb,meet,sport: to play a match
møte,noun,meeting,gathering for a purpose
medlem,noun,member,one who officially belongs to a group
bodskap,noun,message,"communication, concept or information conveyed"
melding,noun,message,"communication, concept or information conveyed"
midnatt,noun,midnight,12 o'clock at night exactly — see also twelve o'clock
mjølk,noun,milk,liquid
minutt,noun,minute,unit of time
modell,noun,model,person
mannekeng,noun,model,person
fotomodell,noun,model,person
augeblikk,noun,moment,very brief period of time
augneblikk,noun,moment,very brief period of time
augeblink,noun,moment,very brief period of time
augneblink,noun,moment,very brief period of time
augneblunk,noun,moment,very brief period of time
tidspunkt,noun,moment,moment in time
augeblikk,noun,moment,moment in time
augeblink,noun,moment,moment in time
pengar,noun,money,means of exchange and measure of value
månad,noun,month,period into which a year is divided
morgon,noun,morning,part of the day between dawn and midday
formiddag,noun,morning,part of the day between dawn and midday
morgon,noun,morning,the part of the day after midnight and before midday
mor,noun,mother,"female (human) who parents a child, gives birth to a baby, or is pregnant"
mor,noun,mother,one’s female parent
fjell,noun,mountain,large mass of earth and rock
berg,noun,mountain,large mass of earth and rock
mus,noun,mouse,rodent of the genus Mus
mus,noun,mouse,computing: input device
datamus,noun,mouse,computing: input device
munn,noun,mouth,the opening of a creature through which food is ingested
munning,noun,mouth,the end of a river out of which water flows
flytta,verb,move,to change residence
flytta,verb,move,(transitive) to change the place of something
flytta,verb,move,to transfer from one space or position to another
film,noun,movie,motion picture
museum,noun,museum,building or institution
namn,noun,name,"word or phrase indicating a particular person, place, class or thing"
naturlig,adj,natural,of or relating to nature
naturlig,adj,natural,without additives
normal,adj,natural,as expected
nær,adj,near,physically close
aldri,adv,never,at no time
nyheit,noun,news,new information of interest
nyhende,noun,news,new information of interest
nytt,noun,news,new information of interest
tidend,noun,news,new information of interest
nyhending,noun,news,new information of interest
nyheiter,noun,news,reports of current events
nyhende,noun,news,reports of current events
avis,noun,newspaper,publication
natt,noun,night,period between sunset and sunrise
kveld,noun,night,evening or night spent at a particular activity
aftan,noun,night,evening or night spent at a particular activity
overnatting,noun,night,night spent away from home
nattesøvn,noun,night,quality of sleep obtained during a night
nattesvevn,noun,night,quality of sleep obtained during a night
skumring,noun,night,nightfall
mørker,noun,night,darkness
nord,noun,north,compass point
nase,noun,nose,protuberance on the face
snute,noun,nose,"snout, nose of an animal"
mule,noun,nose,"snout, nose of an animal"
tryne,noun,nose,"snout, nose of an animal"
naseparti,noun,nose,tip of an object
mulelengd,noun,nose,length of a horse’s nose
nase,noun,nose,skill in recognising bouquet
ikkje,adv,not,negates meaning of another word
ei,adv,not,negates meaning of another word
no,adv,now,at the present time
nå,adv,now,at the present time
tal,noun,number,abstract entity used to describe quantity
tal,noun,number,numeral
tal,noun,number,mathematics: number
nummer,noun,number,used to show the rank of something in a list or sequence
sjukepleiar,noun,nurse,person trained to provide care for the sick
verdshav,noun,ocean,one of the large bodies of water
osean,noun,ocean,one of the large bodies of water
kontor,noun,office,room(s) or building used for non-manual work
byrå,noun,office,room(s) or building used for non-manual work
gamal,adj,old,"of an object, concept, etc: having existed for a relatively long period of time"
gammal,adj,old,"of an object, concept, etc: having existed for a relatively long period of time"
gamal,adj,old,of a living being: having lived for relatively many years
gammal,adj,old,of a living being: having lived for relatively many years
gamal,adj,old,having existed or lived for the specified time
gammal,adj,old,having existed or lived for the specified time
på,adv,on,to an operating state
éin gong,adv,once,one and only one time
eingong,adv,once,formerly
lauk,noun,onion,Allium cepa
lauk,noun,onion,bulb
open,adj,open,not closed
befale,verb,order,to issue a command
beordre,verb,order,to issue a command
utanfor,adv,outside,in or to the outside
utafor,adv,outside,in or to the outside
utandørs,adv,outside,outdoors
utafor,adv,outside,outdoors
side,noun,page,one side of a leaf of a book
sida,noun,page,one side of a leaf of a book
måleri,noun,painting,an illustration or artwork using paint
målarkunst,noun,painting,artistic application of paint
bukse,noun,pants,garment covering the body from the waist downwards
papir,noun,paper,sheet material
avsnitt,noun,paragraph,passage in text
forelder,noun,parent,person from whom one is descended
park,noun,park,ground for recreation
partnar,noun,partner,someone who is associated with another in a common activity or interest
partnar,noun,partner,a member of a business or law partnership
partnar,noun,partner,"spouse, domestic, or romantic partner"
partnar,noun,partner,dancing partner
partnar,noun,partner,either member of a pair in a card game or sports team (1.4)
fest,noun,party,social gathering
party,noun,party,social gathering
fortid,noun,past,period of time that has already happened
preteritum,noun,past,(grammar) past tense
datid,noun,past,(grammar) past tense
løne seg,verb,pay,to be profitable
lønne seg,verb,pay,to be profitable
hosvane,noun,pen,female swan
penn,noun,pen,writing tool
innhegning,noun,pen,enclosure (enclosed area) for animals
inngjerding,noun,pen,enclosure (enclosed area) for animals
kve,noun,pen,enclosure (enclosed area) for animals
blyant,noun,pencil,graphite writing-instrument
person,noun,person,individual
menneske,noun,person,individual
person,noun,person,"specifically a human being — see also human, human being, man"
person,noun,person,the physical body seen as distinct from the mind
person,noun,person,any individual or formal organization with standing before the courts
person,noun,person,grammar: linguistic category
personleg,adj,personal,of or pertaining to a particular person
frase,noun,phrase,short written or spoken expression
frase,noun,phrase,grammar: group of two or more words that express an idea but do not form a complete sentence
frase,noun,phrase,music: small section of music in a larger piece
bilete,noun,picture,"representation of visible reality produced by drawing, etc"
stykke,noun,piece,part of a larger whole
svin,noun,pig,mammal of genus Sus
gris,noun,pig,mammal of genus Sus
rosa,adj,pink,colored/coloured between red and white
rosa,noun,pink,pale red colour
nellik,noun,pink,flower
platan,noun,plane,deciduous tree
spel,noun,play,playful activity
skodespel,noun,play,literary composition intended to be represented
skodespel,noun,play,theatrical performance
odde,noun,point,peninsula or promontory
politi,noun,police,local or general law enforcement agency
folkeleg,adj,popular,of or pertaining to the common people
populær,adj,popular,liked by many people
stolpe,noun,post,long dowel or plank protruding from the ground
post,noun,post,method of delivering mail
